Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
CWT,California Water Service Group,Water Utilities,49.55,1.49,3.00,4.00,0,0,0,-1,0,0,1,1,-12.04,7.92,-18.82,20.58,2.88,1.71,10.31,47.25,8.67,2.66,-28.00,8.97,-4.07,7.48,2.56,7.23
CALX,Calix Inc,Communications & Networking,40.05,3.40,13.00,40.00,0,0,0,1,0,0,1,0,12.49,23.36,30.66,--,3.67,4.01,0.00,0.00,-4.59,-3.77,66.04,57.95,8.49,10.01,0.00,0.00
CFFN,Capitol Federal Financial Inc,Banking Services,5.72,-1.83,0.00,19.00,0,0,0,1,0,0,0,1,-7.19,-1.17,-1.35,13.93,4.01,0.72,12.30,0.00,5.09,0.54,65.52,12.50,10.30,9.80,6.04,0.00
CTRE,Caretrust REIT Inc,Residential & Commercial REITs,28.37,-1.12,-3.00,16.00,0,0,1,1,0,0,0.5,1,-5.58,15.75,1.01,30.87,16.11,1.82,23.93,21.81,7.02,5.16,70.59,7.59,50.31,13.43,4.73,5.21
CARG,CarGurus Inc,Software & IT Services,28.34,-3.31,-1.00,23.00,0,0,0,1,0,1,1,0,5.60,-11.39,21.83,94.03,3.48,7.80,50.81,0.00,7.98,4.96,19.77,18.45,5.49,8.05,0.00,0.00
CARS,Cars.com Inc,Software & IT Services,11.82,-5.89,5.00,-31.00,-1,0,-1,0.5,0,0,0.5,1,-18.48,-35.18,-49.73,15.20,0.90,1.33,4.22,48.19,9.35,4.08,0.00,0.00,0.00,0.00,0.00,0.00
CRI,Carter's Inc,Other Specialty Retailers,32.9,-10.83,-16.00,-52.00,1,0,0,0.5,0,0,-0.5,1,-20.53,-34.67,-55.99,7.13,0.42,1.38,5.38,37.04,18.92,7.06,-44.22,-21.89,-2.04,-0.75,3.09,9.86
CPRX,Catalyst Pharmaceuticals Inc,Pharmaceuticals,23.63,1.39,-5.00,57.00,0,0,0,1,0,1,1,1,-2.39,14.50,35.70,15.35,5.50,3.70,12.51,0.00,29.11,25.37,11.45,15.75,14.09,8.80,0.00,0.00
CATY,Cathay General Bancorp,Banking Services,42.01,-2.95,-1.00,20.00,1,0,0,1,0,0,-0.5,1,-5.08,-2.90,5.73,10.89,4.07,1.05,10.06,0.00,10.07,1.22,11.14,12.30,9.16,6.89,3.15,1.86
CVCO,Cavco Industries Inc,Homebuilding & Construction Supplies,489.29,-4.07,-5.00,31.00,0,0,0,1,0,0,0.5,1,-4.10,-1.40,28.21,24.05,1.98,3.76,21.02,0.69,16.30,12.39,14.79,11.68,6.50,6.06,0.00,0.00
CE,Celanese Corp,Chemicals,43.81,2.59,-24.00,-72.00,0,0,-1,1,0,0,0,0,15.04,6.61,-68.24,--,0.58,1.13,0.00,69.48,-26.94,-6.67,-39.67,33.27,-4.15,3.25,0.22,3.13
CSR,Centerspace,Residential & Commercial REITs,60.24,-2.68,-7.00,-8.00,0,0,1,-1,0,-1,0.5,1,-3.44,-1.22,-17.55,--,3.90,1.61,11.31,52.06,-2.90,-0.72,51.18,40.32,3.50,3.50,5.02,1.39
CENT,Central Garden & Pet Co,Food & Tobacco,34.54,0.78,-4.00,-17.00,1,0,0,1,0,0,0.5,1,-3.29,1.33,-29.27,19.25,0.66,1.50,8.44,43.55,8.07,3.49,14.55,6.56,-1.55,1.76,0.00,0.00
CPF,Central Pacific Financial Corp,Banking Services,25.81,-3.22,-4.00,28.00,1,0,0,1,0,0,0.5,,-2.77,-3.35,15.38,12.47,2.79,1.30,10.91,0.00,10.94,0.79,43.65,12.37,-0.31,6.14,4.04,2.93
CENX,Century Aluminum Co,Metals & Mining,16.74,-6.30,-10.00,-7.00,0,0,-1,-1,0,-1,0.5,1,-15.75,-19.11,-19.51,13.26,0.61,1.99,7.84,41.13,17.07,5.34,99.10,6.79,5.09,4.00,0.00,0.00
CCS^G12,Century Communities Inc,Homebuilding & Construction Supplies,54.09,-6.61,-17.00,-29.00,1,0,0,-1,0,0,0,1,-13.22,-25.64,-44.18,5.38,0.37,0.62,4.76,37.66,12.36,7.13,-41.73,21.12,-6.51,4.98,2.23,0.00
CERT,Certara Inc,Software & IT Services,13.73,-1.20,43.00,-14.00,-1,0,-1,0.5,0,0,0.5,1,-25.26,-11.28,-38.36,--,4.72,1.71,27.55,21.38,-0.25,-0.17,2.22,19.57,9.29,9.02,0.00,0.00
CEVA,Ceva Inc,Semiconductors & Semiconductor Equipment ,26.59,-7.31,3.00,34.00,0,0,0,-1,0,-1,1,1,-30.12,-43.37,-10.29,--,4.33,1.76,0.00,0.00,-2.51,-2.18,25.00,75.56,2.42,16.50,0.00,0.00
SKY,Champion Homes Inc,Homebuilding & Construction Supplies,84.23,-5.98,-10.00,11.00,0,0,0,0.5,0,0,0.5,0,-5.95,-13.33,8.14,30.23,2.02,3.21,22.61,6.88,11.18,8.97,0.00,0.00,0.00,0.00,0.00,0.00
CAKE,Cheesecake Factory Inc,Hotels & Entertainment Services,51.07,-4.87,1.00,42.00,1,1,0,1,-1,1,0.5,0,-2.64,-0.28,28.15,16.43,0.72,7.64,10.00,64.89,46.60,5.26,6.69,11.17,4.96,6.10,2.06,-4.78
CHEF,Chefs' Warehouse Inc,Food & Drug Retailing ,53.08,-3.56,-1.00,58.00,0,0,0,1,0,0,1,1,9.98,-0.41,44.25,42.08,0.65,4.64,17.98,56.42,12.90,3.64,14.97,18.93,6.29,6.95,0.00,0.00
CC,Chemours Co,Chemicals,12.34,-1.72,-10.00,-55.00,0,0,-1,0.5,0,-1,0.5,1,-18.11,-35.00,-63.70,52.71,0.28,2.80,4.65,87.63,4.66,0.40,36.36,49.09,1.86,3.82,3.23,0.00
CPK,Chesapeake Utilities Corp,Natural Gas Utilities,131.4,0.60,3.00,26.00,0,0,0,-1,0,0,0.5,,-14.93,2.50,-0.19,22.40,3.36,1.93,14.51,50.91,9.04,3.53,19.01,7.51,12.82,3.52,2.26,9.68
CNK,"Cinemark Holdings, Inc.",Hotels & Entertainment Services,30.0,1.79,19.00,67.00,1,0,0,1,1,0,0.5,1,5.02,22.24,65.93,21.27,1.24,10.68,8.35,87.29,71.46,5.26,-17.96,33.14,8.56,7.28,0.99,0.00
CHCO,City Holding Co,Banking Services,116.75,-3.74,-1.00,12.00,1,0,0,1,0,1,0,1,-6.03,5.19,5.02,14.86,5.82,2.30,14.09,0.00,16.25,1.82,1.52,0.62,4.07,1.93,2.66,6.47
CLSK,CleanSpark Inc,Financial Technology (Fintech) & Infrastructure,8.57,5.45,25.00,-53.00,-1,0,0,0,0,0,1,1,4.59,2.74,-51.38,--,5.16,1.47,65.80,25.50,-11.66,-9.08,0.00,-14.56,101.91,43.88,0.00,0.00
YOU,Clear Secure Inc,Software & IT Services,25.06,3.21,-5.00,44.00,1,0,0,-1,0,0,0,1,-7.28,20.20,36.53,19.51,4.21,29.14,13.08,0.00,124.77,21.78,0.00,0.00,0.00,0.00,1.97,0.00
CWEN/A,Clearway Energy Inc,Electrical Utilities & IPPs,27.48,-2.58,-5.00,25.00,0,0,,0,0,,,,-3.49,13.00,0.27,34.41,4.12,2.87,8.34,58.45,4.70,-0.82,49.33,19.64,7.21,10.90,6.37,15.58
CCOI,Cogent Communications Holdings Inc,Telecommunications Services,53.62,-8.95,-13.00,-19.00,0,0,0,-1,0,-1,0,0,-19.45,-40.99,-29.15,--,2.23,15.85,20.16,93.36,-59.30,-6.09,17.29,34.75,-3.31,7.80,8.80,9.95
CNS,"Cohen & Steers, Inc.",Investment Banking & Investment Services,76.19,-8.91,-3.00,8.00,-1,0,0,0.5,0,-1,,1,-7.07,-7.95,-4.68,24.88,7.33,7.64,21.19,0.00,35.42,22.65,3.41,13.53,4.76,12.38,3.26,10.38
COHU,Cohu Inc,Semiconductors & Semiconductor Equipment ,16.81,-3.08,12.00,-46.00,0,0,0,1,0,-1,1,,-3.72,-15.68,-49.20,--,2.06,0.97,0.00,2.10,-9.87,-8.39,0.00,472.73,8.67,14.84,0.00,0.00
COLL,Collegium Pharmaceutical Inc,Pharmaceuticals,26.87,-1.77,-10.00,-26.00,0,0,1,1,0,0,1,1,1.04,1.44,-23.40,23.82,1.39,3.95,3.96,78.13,19.23,3.20,6.82,1.89,17.68,3.98,0.00,0.00
CBU,Community Financial System Inc,Banking Services,55.65,-3.26,-3.00,24.00,0,0,0,0.5,0,0,0.5,1,-5.59,-8.24,7.09,15.53,3.87,1.61,13.45,0.00,10.91,1.17,18.02,16.75,9.43,8.95,3.28,3.15
CRK,Comstock Resources Inc,Oil & Gas,18.63,-4.84,-7.00,78.00,-1,0,0,1,0,0,0,0,18.74,21.15,90.20,--,4.75,3.21,15.02,57.25,-14.65,-4.95,0.00,65.79,50.29,17.72,0.00,0.00
CON,Concentra Group Holdings Parent Inc,Healthcare Providers & Services,21.61,-6.18,-1.00,0.00,0,0,1,0,0,,1,,-5.45,-4.23,0.00,9.78,1.42,8.94,12.06,83.16,20.83,6.37,0.00,0.00,0.00,0.00,1.17,0.00
CNMD,Conmed Corp,Healthcare Equipment & Supplies,50.84,-6.10,-14.00,-23.00,1,0,1,1,0,1,0.5,1,3.20,-4.25,-32.08,14.69,1.32,1.77,9.09,47.71,12.96,5.16,5.76,7.26,4.22,5.57,1.43,0.00
CORT,Corcept Therapeutics Inc,Pharmaceuticals,70.95,3.72,31.00,215.00,0,0,1,1,0,-1,1,1,-0.49,22.41,141.52,65.39,11.77,11.80,59.48,0.00,21.77,17.84,12.20,92.75,33.18,35.23,0.00,0.00
CLB,Core Laboratories Inc,Professional & Commercial Services  ,11.3,-8.00,-23.00,-30.00,0,0,0,0.5,-1,0,-0.5,,-11.69,-32.22,-46.15,18.61,0.99,2.01,11.75,32.41,11.54,4.87,-9.20,6.33,-1.66,3.23,0.37,-55.13
CNR^H16,Core Natural Resources Inc,Coal,74.66,-4.59,-4.00,-14.00,1,0,0,1,0,0,0.5,1,-13.54,-11.35,-35.22,14.33,1.36,0.94,9.04,8.61,4.36,2.58,0.00,0.00,0.00,0.00,0.58,0.00
CXW,Corecivic Inc,Professional & Commercial Services  ,22.2,2.19,9.00,48.00,-1,0,0,1,0,0,1,1,-3.93,26.59,30.11,29.22,1.25,1.66,11.57,39.98,5.79,2.80,51.61,58.51,3.52,14.03,0.00,0.00
CRSR,Corsair Gaming Inc,"Computers, Phones & Household Electronics",7.43,-2.58,-18.00,-34.00,-1,0,0,-1,0,-1,0.5,0,10.02,-30.47,-34.45,--,0.65,1.45,0.00,19.26,-15.20,-6.62,0.00,0.00,0.00,0.00,0.00,0.00
CRVL,CorVel Corp,Healthcare Providers & Services,109.75,4.14,-1.00,-54.00,1,0,1,1,0,0,,1,-3.23,5.01,11.48,62.61,6.57,18.28,64.90,0.00,33.41,19.02,0.00,0.00,0.00,0.00,0.00,0.00
CBRL,Cracker Barrel Old Country Store Inc,Hotels & Entertainment Services,43.2,-2.31,8.00,-27.00,-1,1,0,1,0,1,0,0,21.44,21.25,8.96,34.91,0.36,2.70,8.15,50.57,7.80,1.66,-21.59,10.14,-0.17,1.80,1.79,-3.66
CRGY,Crescent Energy Co,Oil & Gas,8.69,-6.20,-22.00,-19.00,0,0,0,0.5,0,-1,1,1,-4.79,-39.86,-35.71,--,0.85,0.68,2.87,44.85,-3.54,-1.19,0.00,0.00,0.00,0.00,5.57,0.00
CSGS,Csg Systems International Inc,Software & IT Services,59.38,-2.71,-1.00,23.00,0,0,1,1,0,0,1,,1.72,3.58,36.86,21.77,1.53,6.54,11.60,65.50,30.24,6.16,0.64,6.53,2.42,3.71,2.01,6.16
CSWI,CSW Industrials Inc,Construction & Engineering,311.48,-7.64,8.00,31.00,0,0,0,1,0,1,0,1,-9.74,1.95,10.89,35.96,5.91,4.86,28.75,0.00,16.39,11.51,13.58,13.72,20.42,7.33,0.36,0.00
CTS,CTS Corp,Electronic Equipment & Parts,39.8,-5.24,-5.00,-13.00,1,0,0,0.5,0,0,,,-5.37,-8.62,-30.79,20.50,2.34,2.25,13.07,13.87,11.39,8.06,1.38,9.55,3.38,7.00,0.40,0.00
CURB,Curbline Properties Corp.,Real Estate Operations,23.19,-5.11,-2.00,0.00,0,0,1,0,0,,0.5,,-9.17,-4.49,0.00,--,0.00,1.21,0.00,4.87,0.00,0.00,322.22,-68.42,28.51,7.61,2.87,0.00
CWK,Cushman & Wakefield PLC,Real Estate Operations,9.01,-9.07,-14.00,-9.00,-1,0,0,0.5,1,0,0,1,0.80,-17.70,-18.48,13.91,0.23,1.25,7.99,62.95,9.53,2.17,0.00,0.00,0.00,0.00,0.00,0.00
CUBI,Customers Bancorp Inc,Banking Services,49.25,-6.09,-3.00,4.00,0,0,0,1,0,1,0.5,1,-4.53,-3.68,-1.56,12.86,2.39,0.93,9.46,0.00,7.93,0.66,9.17,14.74,12.66,10.10,0.00,0.00
CVBF,CVB Financial Corp,Banking Services,18.52,-5.01,0.00,12.00,0,0,0,1,0,0,0.5,1,-5.82,-1.42,2.88,13.06,5.21,1.18,11.87,0.00,9.35,1.28,-0.69,6.94,4.95,5.98,4.22,3.30
CVI,"CVR Energy, Inc.",Oil & Gas,18.71,-1.93,-7.00,-45.00,0,0,-1,1,0,0,-0.5,0,22.56,23.91,-27.00,--,0.32,4.14,17.03,71.33,-27.00,-3.57,27.45,0.00,-6.83,7.86,0.00,-19.99
CTKB,Cytek Biosciences Inc,Healthcare Equipment & Supplies,3.86,-8.58,-6.00,-35.00,-1,0,-1,-1,0,,0,1,-39.79,-50.66,-62.72,--,1.57,0.82,0.00,1.28,-2.91,-2.31,-240.00,41.18,-0.29,7.48,0.00,0.00
DAN,Dana Inc,Automobiles & Auto Parts,12.9,0.68,-1.00,5.00,0,0,0,1,0,1,0.5,1,21.23,3.82,6.20,--,0.24,1.71,6.08,62.91,-2.40,-0.37,41.49,38.35,-5.86,3.99,2.47,0.00
PLAY,Dave & Buster's Entertainment Inc,Hotels & Entertainment Services,19.73,-6.74,3.00,-63.00,0,0,-1,1,0,0,0,1,1.40,-9.26,-61.16,15.05,0.34,5.10,2.44,91.07,29.37,1.50,43.84,30.48,1.46,5.74,0.00,0.00
DLX,Deluxe Corp,Professional & Commercial Services  ,15.4,-12.75,-3.00,-25.00,1,0,1,1,0,1,0.5,1,-15.22,-15.74,-43.66,11.19,0.29,1.00,2.90,70.57,9.10,2.12,-0.60,9.09,-0.34,1.08,8.60,0.00
DRH,Diamondrock Hospitality Co,Residential & Commercial REITs,7.33,-4.23,-6.00,-20.00,0,0,0,0.5,0,0,0,1,-1.37,-8.28,-17.99,37.90,1.37,0.99,9.95,40.99,2.60,1.63,138.89,4.65,-1.04,2.31,4.28,-24.83
DGII,Digi International Inc,Communications & Networking,27.71,-2.65,-3.00,-11.00,0,0,1,1,0,1,0.5,,10.47,-3.26,13.49,28.65,2.87,1.98,15.78,10.37,7.30,5.25,1.51,5.94,-0.19,4.30,0.00,0.00
DOCN,DigitalOcean Holdings Inc,Software & IT Services,30.85,-5.05,-10.00,-8.00,0,0,0,0.5,1,0,0.5,1,-8.69,-29.13,-29.94,26.68,3.29,0.00,11.24,116.51,0.00,6.94,1.56,3.59,12.95,13.94,0.00,0.00
DCOM,Dime Community Bancshares Inc,Banking Services,25.62,-7.58,-7.00,34.00,0,0,0,0.5,0,0,1,1,-8.97,-15.10,16.88,39.71,3.29,0.85,0.00,0.00,2.08,0.24,78.77,43.30,25.13,16.60,3.96,1.68
DIOD,Diodes Inc,Semiconductors & Semiconductor Equipment ,38.69,-5.45,-11.00,-47.00,0,0,0,1,0,0,0.5,,12.55,-15.73,-44.05,83.30,1.59,1.18,12.44,2.69,1.44,1.39,-11.45,78.45,8.70,7.38,0.00,0.00
DNOW,Dnow Inc,"Machinery, Equipment & Components",16.25,-4.89,-5.00,10.00,0,0,0,0.5,0,0,0.5,1,-14.28,-12.70,-7.64,19.09,0.64,1.36,12.62,0.00,7.40,5.18,-3.30,9.09,2.66,4.28,0.00,0.00
DFIN,Donnelley Financial Solutions Inc,Professional & Commercial Services  ,45.2,-1.05,3.00,-29.00,1,0,-1,1,0,0,0.5,1,14.55,14.48,-20.18,18.11,1.94,3.67,10.04,31.43,21.74,10.47,15.12,8.84,-0.01,4.64,0.00,0.00
LPG,Dorian LPG Ltd,Oil & Gas Related Equipment and Services,21.66,-12.97,-2.00,-47.00,1,0,-1,1,0,0,,1,-7.66,-5.02,-54.48,9.36,2.45,0.83,5.49,34.59,8.71,4.99,32.60,-27.57,5.23,-15.78,0.00,0.00
DORM,Dorman Products Inc,Automobiles & Auto Parts,111.31,-3.29,-5.00,28.00,0,0,0,1,0,1,0.5,1,3.74,4.47,25.83,18.13,1.88,2.88,14.19,25.65,17.09,9.24,9.54,8.45,4.28,4.76,0.00,0.00
DV,DoubleVerify Holdings Inc,Software & IT Services,13.36,-4.51,0.00,-56.00,0,0,0,1,0,0,0.5,1,-1.98,-35.58,-34.05,46.36,3.28,2.16,22.77,1.58,4.83,4.10,-3.13,32.26,10.31,11.85,0.00,0.00
DEI,Douglas Emmett Inc,Residential & Commercial REITs,14.21,-5.74,-12.00,7.00,0,0,0,0.5,0,0,0.5,1,-6.31,-10.56,-7.18,44.62,2.38,1.15,5.47,60.67,2.49,0.48,0.00,-28.57,0.16,-0.03,5.39,-6.08
DFH,Dream Finders Homes Inc,Homebuilding & Construction Supplies,23.0,-10.26,0.00,-37.00,0,0,-1,-0.5,0,0,0,1,-14.31,-0.99,-31.58,6.50,0.42,1.51,5.76,50.09,28.51,10.96,0.00,0.00,0.00,0.00,0.00,0.00
DXC,DXC Technology Co,Software & IT Services,15.65,-5.31,-10.00,-24.00,-1,0,1,0.5,0,0,0,1,-7.28,-21.24,-16.02,7.22,0.21,0.85,1.61,52.62,12.88,2.93,-12.54,4.67,-4.56,-2.99,0.00,0.00
DXPE,DXP Enterprises Inc,"Machinery, Equipment & Components",86.87,-6.06,3.00,68.00,0,0,0,1,0,1,0.5,1,-7.66,-7.77,48.85,17.41,0.70,2.95,11.67,58.53,19.43,6.21,25.59,15.09,9.65,3.59,0.00,0.00
DY,Dycom Industries Inc,Construction & Engineering,166.96,16.72,7.00,16.00,1,0,1,1,0,1,1,1,27.99,36.87,21.86,28.43,1.34,5.10,14.54,44.92,19.76,8.11,13.03,14.15,14.34,7.78,0.00,0.00
DVAX,Dynavax Technologies Corp,Biotechnology & Medical Research,11.27,3.26,-21.00,-3.00,-1,0,0,-1,0,-1,0.5,0,-15.42,-22.86,-24.91,--,4.00,2.29,0.00,32.92,-10.45,-6.22,0.00,0.00,22.71,16.83,0.00,0.00
EGBN,Eagle Bancorp Inc,Banking Services,17.88,-8.32,-15.00,-9.00,0,0,1,0.5,0,0,0,-1,-12.36,-23.06,-21.59,--,1.75,0.43,0.00,0.00,-3.60,-0.39,1.59,55.21,24.49,10.25,3.76,13.26
DEA,Easterly Government Properties Inc,Residential & Commercial REITs,20.91,-0.95,-23.00,-30.00,0,0,1,-1,0,-1,0,1,-3.89,-17.87,-35.94,50.53,3.06,0.70,7.95,53.38,1.32,0.62,33.33,33.33,8.30,7.93,8.59,0.35
EPC,Edgewell Personal Care Co,Personal &Household Products & Services,30.91,-4.27,1.00,-18.00,0,0,0,-1,-1,-1,0.5,1,-16.90,-6.68,-38.89,15.81,0.57,0.85,7.44,49.10,5.53,2.25,-1.64,3.00,-0.10,2.31,2.21,0.00
ESI,Element Solutions Inc,Chemicals,20.04,-2.40,-12.00,-15.00,0,0,0,0.5,0,0,1,1,-1.27,-16.54,-17.70,18.42,2.11,2.08,11.90,39.05,11.75,5.87,-2.78,12.14,-1.61,4.60,1.48,0.00
EFC,Ellington Financial Inc,Residential & Commercial REITs,13.11,-4.67,-2.00,11.00,-1,0,0,-1,0,-1,1,1,-7.00,1.04,-4.56,9.11,2.78,0.93,13.55,89.86,9.96,0.72,12.33,3.66,28.12,12.60,12.32,-2.26
ELME,Elme Communities,Residential & Commercial REITs,15.64,-3.14,-10.00,3.00,-1,0,-1,0.5,0,-1,0.5,0,-5.63,-3.74,-12.18,--,5.68,1.30,17.29,39.87,-1.31,-0.76,13.33,30.77,2.47,2.58,4.58,-11.19
EMBC,Embecta Corp,Healthcare Equipment & Supplies,12.32,-9.91,-3.00,15.00,0,0,0,0.5,0,,0.5,1,-16.06,-23.66,-29.68,11.63,0.57,0.00,6.98,190.30,0.00,4.55,0.00,0.00,0.00,0.00,5.71,0.00
EIG,Employers Holdings Inc,Insurance,48.68,-1.85,-4.00,10.00,1,0,0,1,0,0,0.5,1,-7.15,3.77,5.10,11.74,1.35,1.09,9.74,0.00,9.84,2.90,-2.68,-3.58,-3.16,5.56,2.65,6.04
ACT,Enact Holdings Inc,Insurance,35.16,-2.51,1.00,16.00,1,0,1,1,0,0,0,1,-6.54,11.50,2.08,7.95,4.36,1.04,0.00,12.68,14.09,10.64,0.00,0.00,0.00,0.00,2.38,0.00
ECPG,Encore Capital Group Inc,Banking Services,34.55,-5.04,0.00,-17.00,0,0,-1,1,0,1,1,,4.67,-18.74,-20.76,--,0.66,1.11,0.00,82.23,-13.05,-2.40,31.24,25.30,19.32,8.88,0.00,0.00
ENR,Energizer Holdings Inc,"Machinery, Equipment & Components",26.94,-3.92,-9.00,-5.00,0,0,0,-1,0,0,0.5,1,-21.06,-22.82,-29.49,32.16,0.57,12.30,9.22,95.94,33.46,1.28,1.51,4.75,0.76,1.63,5.26,0.00
EPAC,Enerpac Tool Group Corp,"Machinery, Equipment & Components",40.1,-4.46,-10.00,11.00,1,0,0,1,0,-1,0.5,0,0.81,-3.42,2.18,26.66,3.89,5.77,22.81,32.12,23.87,11.47,2.91,14.12,5.21,6.79,0.09,0.00
ENVA,Enova International Inc,Banking Services,99.27,-6.23,2.00,55.00,0,0,1,1,0,0,1,1,-12.92,-9.55,37.88,10.75,1.44,1.95,8.45,75.85,19.94,4.64,28.63,17.08,18.16,12.97,0.00,0.00
ENOV,Enovis Corp,Healthcare Equipment & Supplies,34.66,-9.40,-7.00,-36.00,0,0,0,0.5,0,0,1,1,-13.47,-22.79,-42.39,--,0.86,0.71,0.00,34.62,-27.40,-15.67,0.00,0.00,0.00,0.00,0.00,0.00
NPO,Enpro Inc,"Machinery, Equipment & Components",150.94,-1.60,-9.00,-1.00,0,0,0,1,0,0,0.5,1,12.49,-9.58,8.68,44.46,3.53,2.57,20.23,30.33,5.90,3.37,6.47,13.23,3.92,5.33,0.69,3.71
NVRI,Enviri Corp,Professional & Commercial Services  ,6.85,-0.52,1.00,-17.00,0,0,-1,1,0,0,0.5,1,7.82,6.10,-18.33,--,0.27,1.51,9.60,76.65,-26.25,-4.17,-157.14,0.00,-1.96,3.72,0.00,0.00
PLUS,ePlus inc,Software & IT Services,62.47,-0.65,2.00,-20.00,1,0,0,1,0,0,,0,-1.40,-0.39,-24.71,16.76,0.82,1.82,13.24,3.39,11.39,6.23,-4.93,7.66,3.47,2.82,0.00,0.00
ESE,ESCO Technologies Inc,"Machinery, Equipment & Components",155.14,-1.64,2.00,50.00,1,0,1,1,0,1,0.5,1,6.21,10.27,45.94,39.19,4.30,3.61,26.57,7.61,9.66,6.56,46.17,14.08,16.13,14.01,0.18,0.00
EPRT,Essential Properties Realty Trust Inc,Residential & Commercial REITs,31.77,-0.94,-3.00,24.00,0,0,0,1,0,0,1,1,-5.58,4.39,5.44,27.30,13.17,1.64,18.34,35.66,6.00,3.84,0.00,0.00,0.00,0.00,3.72,5.68
ETD,Ethan Allen Interiors Inc,Household Goods,28.59,-5.66,3.00,-1.00,0,0,0,0.5,0,0,0,1,-14.48,-5.96,-16.53,11.52,1.06,1.38,8.98,0.00,12.09,7.81,-19.68,5.50,-6.15,0.96,6.00,14.10
ETSY,Etsy Inc,Diversified Retail,45.88,2.04,-2.00,-32.00,0,0,0,1,-1,0,0,1,-1.15,-2.29,-31.97,34.13,1.78,0.00,16.86,161.63,0.00,8.15,-30.21,77.44,-1.26,1.51,0.00,0.00
EVTC,Evertec Inc,Professional & Commercial Services  ,33.32,-0.54,-10.00,-14.00,0,0,1,1,0,0,0.5,,4.73,16.26,-5.67,18.56,2.71,4.38,9.30,61.73,24.65,6.72,4.27,4.97,5.77,4.98,0.54,0.00
ECG,Everus Construction Group Inc,Construction & Engineering,40.79,-6.29,13.00,0.00,0,0,0,0,0,,0.5,1,31.51,29.13,0.00,19.31,0.96,6.36,17.87,38.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EXPI,eXp World Holdings Inc,Real Estate Operations,8.89,-2.92,-10.00,-12.00,-1,0,-1,-1,0,-1,0,,-20.00,-29.27,-40.98,--,0.26,5.64,0.00,0.00,-6.44,-3.24,0.00,133.33,2.92,9.47,2.61,0.00
EXTR,Extreme Networks Inc,Communications & Networking,13.07,-3.06,-10.00,8.00,0,0,-1,1,0,0,0.5,1,20.42,4.65,26.00,--,1.93,29.40,0.00,71.55,-78.83,-4.99,156.25,20.73,1.41,7.81,0.00,0.00
EZPW,EZCORP Inc,Banking Services,16.3,-4.02,11.00,44.00,1,0,1,-0.5,0,0,1,1,-24.69,-0.58,19.73,11.05,0.60,0.85,5.92,42.21,10.84,5.37,15.18,6.98,6.94,6.03,0.00,0.00
FBK,FB Financial Corp,Banking Services,42.56,-4.20,-10.00,11.00,1,0,1,0.5,0,0,0.5,1,-2.32,-9.62,4.80,16.20,4.22,1.28,14.23,0.00,8.27,0.99,6.76,20.66,30.59,20.14,1.73,16.27
FSS,Federal Signal Corp,"Machinery, Equipment & Components",75.06,-1.15,0.00,-10.00,1,0,0,1,0,1,1,1,13.93,0.38,-2.52,27.23,2.99,4.73,20.30,18.72,18.78,11.95,14.37,12.57,10.30,7.15,0.60,8.45
FBP,First Bancorp,Banking Services,19.72,-4.55,0.00,12.00,1,0,0,1,0,1,1,1,-3.43,4.87,2.21,10.94,3.40,1.85,9.90,0.00,18.55,1.59,6.08,11.98,-5.05,6.94,3.57,35.52
FBNC,First Bancorp (North Carolina),Banking Services,40.44,-2.58,-1.00,27.00,0,0,0,1,0,0,0.5,-1,-4.37,1.61,16.41,19.62,4.69,1.13,16.33,0.00,6.03,0.71,29.24,6.70,0.00,6.35,2.14,13.85
FCF,First Commonwealth Financial Corp,Banking Services,15.31,-4.26,-3.00,11.00,0,0,1,1,0,0,0.5,1,-4.51,-0.55,1.81,11.49,3.39,1.09,11.29,0.00,9.91,1.17,2.88,13.99,6.07,7.73,3.48,5.18
FFBC,First Financial Bancorp,Banking Services,23.17,-3.79,-8.00,2.00,0,0,0,0.5,0,0,0,1,-5.68,-8.23,-5.10,10.03,2.75,0.92,8.89,0.00,9.58,1.27,7.08,7.39,4.33,4.79,3.98,0.87
FHB,First Hawaiian Inc,Banking Services,22.94,-3.71,-6.00,4.00,0,0,0,0.5,0,0,-0.5,1,-3.83,-9.38,1.22,12.85,3.65,1.12,10.91,0.00,9.11,0.98,10.06,6.09,20.73,3.36,4.41,0.00
FMC,FMC Corp,Chemicals,41.59,-3.09,-2.00,-30.00,-1,0,0,-0.5,0,0,0.5,1,-12.51,4.22,-45.73,12.44,1.15,1.08,8.48,47.58,8.81,3.24,-1.72,17.25,-1.46,6.35,6.10,7.18
